Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size,Brand,Processor,RAM,DDR,OS,Storage,Display,Warranty,text,all_text
ASUS Vivobook Go 15,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.2,29990,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMNU8qfiLya26wYzqG5L13E9Dts8p5tIFucMLj7GV0ZqVfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,3-cell Li-ion,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,8 GB,LPDDR5,Windows 11 Home,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Go 15, Brand: ASUS, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR5, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'ASUS Vivobook Go 15', 'Specifications': 'AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 29990, 'Product URL': 'https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_1&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMNU8qfiLya26wYzqG5L13E9Dts8p5tIFucMLj7GV0ZqVfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': '3-cell Li-ion', 'Weight': '1.63 Kg', 'Webcam': '720p HD camera With privacy shutter', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'ASUS', 'Processor': 'Not found', 'RAM': '8 GB', 'DDR': 'LPDDR5', 'OS': 'Windows 11 Home', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: ASUS Vivobook Go 15, Brand: ASUS, Rating: 4.2, Price: ₹29990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR5, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty'}"
ASUS Vivobook Go 15,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,28990,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMM4hJ-6auDbJBhm5_28-JYZGq3H4oRcQF4C9C3QoCy5UfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,3 cell,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch),ASUS,Not found,8 GB,LPDDR5,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: ASUS Vivobook Go 15, Brand: ASUS, Rating: 4.2, Price: ₹28990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR5, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'ASUS Vivobook Go 15', 'Specifications': 'AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 28990, 'Product URL': 'https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_2&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMM4hJ-6auDbJBhm5_28-JYZGq3H4oRcQF4C9C3QoCy5UfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': '3 cell', 'Weight': '1.63 Kg', 'Webcam': '720p HD camera With privacy shutter', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'ASUS', 'Processor': 'Not found', 'RAM': '8 GB', 'DDR': 'LPDDR5', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: ASUS Vivobook Go 15, Brand: ASUS, Rating: 4.2, Price: ₹28990, Processor: Not found, RAM: 8 GB GB, DDR: LPDDR5, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.63 Kg kg, Warranty: 1 Year Onsite Warranty'}"
DELL 15,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",4.2,32990,https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm5d692e615c97e?pid=COMH2F22XWP7DQFM&lid=LSTCOMH2F22XWP7DQFMJYD9JY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH2F22XWP7DQFM.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,"3 Cell, 41 Wh, Integrated",1.69 Kg,HD,39.62 cm (15.6 inch),DELL,Intel Core i3 Processor (12th Gen),8 GB,DDR4,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: DELL 15, Brand: DELL, Rating: 4.2, Price: ₹32990, Processor: Intel Core i3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found","{'Product Name': 'DELL 15', 'Specifications': 'Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service', 'Rating': '4.2', 'Price': 32990, 'Product URL': 'https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm5d692e615c97e?pid=COMH2F22XWP7DQFM&lid=LSTCOMH2F22XWP7DQFMJYD9JY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_3&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH2F22XWP7DQFM.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': '3 Cell, 41 Wh, Integrated', 'Weight': '1.69 Kg', 'Webcam': 'HD', 'Display Size': '39.62 cm (15.6 inch)', 'Brand': 'DELL', 'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB', 'DDR': 'DDR4', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 inch)', 'Warranty': 'Not found', 'text': 'Product: DELL 15, Brand: DELL, Rating: 4.2, Price: ₹32990, Processor: Intel Core i3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found'}"
SAMSUNG Galaxy Book4 Metal,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,40990,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Not found,1.55 Kg,"Yes, 1 Megapixel",39.62 cm (15.6 Inch),SAMSUNG,Intel Core i3 Processor (13th Gen),8 GB,LPDDR4,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: SAMSUNG Galaxy Book4 Metal, Brand: SAMSUNG, Rating: 4.5, Price: ₹40990, Processor: Intel Core i3 Processor (13th Gen), RAM: 8 GB GB, DDR: LPDDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'SAMSUNG Galaxy Book4 Metal', 'Specifications': 'Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty', 'Rating': '4.5', 'Price': 40990, 'Product URL': 'https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_4&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH4Y6KKRC9YSWE.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.55 Kg', 'Webcam': 'Yes, 1 Megapixel', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'SAMSUNG', 'Processor': 'Intel Core i3 Processor (13th Gen)', 'RAM': '8 GB', 'DDR': 'LPDDR4', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: SAMSUNG Galaxy Book4 Metal, Brand: SAMSUNG, Rating: 4.5, Price: ₹40990, Processor: Intel Core i3 Processor (13th Gen), RAM: 8 GB GB, DDR: LPDDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.55 Kg kg, Warranty: 1 Year Onsite Warranty'}"
DELL 15,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.3,34990,https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFKG4RAVTE&lid=LSTCOMH8EPFKG4RAVTEEX64XZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8EPFKG4RAVTE.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Up to 7 Hrs*,1.69 Kg,Not found,39.62 cm (15.6 Inch),DELL,Intel Core i3 Processor (12th Gen),8 GB,DDR4,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL 15, Brand: DELL, Rating: 4.3, Price: ₹34990, Processor: Intel Core i3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'DELL 15', 'Specifications': 'Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty', 'Rating': '4.3', 'Price': 34990, 'Product URL': 'https://www.flipkart.com/dell-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFKG4RAVTE&lid=LSTCOMH8EPFKG4RAVTEEX64XZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8EPFKG4RAVTE.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': 'Up to 7 Hrs*', 'Weight': '1.69 Kg', 'Webcam': 'Not found', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'DELL', 'Processor': 'Intel Core i3 Processor (12th Gen)', 'RAM': '8 GB', 'DDR': 'DDR4', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: DELL 15, Brand: DELL, Rating: 4.3, Price: ₹34990, Processor: Intel Core i3 Processor (12th Gen), RAM: 8 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty'}"
HP,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,49990,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMPz3Mx4jH1GgfOyDyBv-vNj0VZ6MwEFEXXWm2_gPZmwpkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch),HP,Intel Core i5 Processor (12th Gen),16 GB,DDR4,Windows 11,512 GB SSD,39.62 cm (15.6 inch),Not found,"Product: HP, Brand: HP, Rating: 4.3, Price: ₹49990, Processor: Intel Core i5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found","{'Product Name': 'HP', 'Specifications': 'Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty', 'Rating': '4.3', 'Price': 49990, 'Product URL': 'https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&fm=organic&iid=en_IKOL4AfcT8UTbI9aLVd_t29eh-SElFLFfJvnGB-6CMPz3Mx4jH1GgfOyDyBv-vNj0VZ6MwEFEXXWm2_gPZmwpkKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.69 Kg', 'Webcam': 'HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones', 'Display Size': '39.62 cm (15.6 inch)', 'Brand': 'HP', 'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB', 'DDR': 'DDR4', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 inch)', 'Warranty': 'Not found', 'text': 'Product: HP, Brand: HP, Rating: 4.3, Price: ₹49990, Processor: Intel Core i5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: Not found'}"
DELL 15,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4.2,47990,https://www.flipkart.com/dell-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFRSEP9Q6M&lid=LSTCOMH8EPFRSEP9Q6MQFWFU0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8EPFRSEP9Q6M.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Up to 7 Hrs*,1.69 Kg,Not found,39.62 cm (15.6 Inch),DELL,Intel Core i5 Processor (12th Gen),16 GB,DDR4,Windows 11,512 GB SSD,39.62 cm (15.6 Inch),1 Year Onsite Warranty,"Product: DELL 15, Brand: DELL, Rating: 4.2, Price: ₹47990, Processor: Intel Core i5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'DELL 15', 'Specifications': 'Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 47990, 'Product URL': 'https://www.flipkart.com/dell-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-3520-thin-light-laptop/p/itm86b6eb68a0ca0?pid=COMH8EPFRSEP9Q6M&lid=LSTCOMH8EPFRSEP9Q6MQFWFU0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8EPFRSEP9Q6M.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': 'Up to 7 Hrs*', 'Weight': '1.69 Kg', 'Webcam': 'Not found', 'Display Size': '39.62 cm (15.6 Inch)', 'Brand': 'DELL', 'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB', 'DDR': 'DDR4', 'OS': 'Windows 11', 'Storage': '512 GB SSD', 'Display': '39.62 cm (15.6 Inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: DELL 15, Brand: DELL, Rating: 4.2, Price: ₹47990, Processor: Intel Core i5 Processor (12th Gen), RAM: 16 GB GB, DDR: DDR4, OS: Windows 11, Storage: 512 GB SSD, Weight: 1.69 Kg kg, Warranty: 1 Year Onsite Warranty'}"
Lenovo Chromebook MediaTek Kompanio 520,MediaTek Kompanio 520 Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Carry-in Warranty,3.8,21990,https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,Not found,1.3 Kg,HD 720p with Privacy Shutter,35.56 cm (14 Inch),Lenovo,Not found,4 GB,LPDDR4,Not found,Not found,35.56 cm (14 Inch),1 Year Carry-in Warranty,"Product: Lenovo Chromebook MediaTek Kompanio 520, Brand: Lenovo, Rating: 3.8, Price: ₹21990, Processor: Not found, RAM: 4 GB GB, DDR: LPDDR4, OS: Not found, Storage: Not found, Weight: 1.3 Kg kg, Warranty: 1 Year Carry-in Warranty","{'Product Name': 'Lenovo Chromebook MediaTek Kompanio 520', 'Specifications': 'MediaTek Kompanio 520 Processor4 GB LPDDR4X RAMChrome Operating System35.56 cm (14 Inch) Display1 Year Carry-in Warranty', 'Rating': '3.8', 'Price': 21990, 'Product URL': 'https://www.flipkart.com/lenovo-chromebook-mediatek-kompanio-520-4-gb-128-gb-emmc-storage-chrome-os-14m868/p/itm4dc67999fe3de?pid=COMGSYYSHRSUEGMG&lid=LSTCOMGSYYSHRSUEGMGL82DZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_8&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMGSYYSHRSUEGMG.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': 'Not found', 'Weight': '1.3 Kg', 'Webcam': 'HD 720p with Privacy Shutter', 'Display Size': '35.56 cm (14 Inch)', 'Brand': 'Lenovo', 'Processor': 'Not found', 'RAM': '4 GB', 'DDR': 'LPDDR4', 'OS': 'Not found', 'Storage': 'Not found', 'Display': '35.56 cm (14 Inch)', 'Warranty': '1 Year Carry-in Warranty', 'text': 'Product: Lenovo Chromebook MediaTek Kompanio 520, Brand: Lenovo, Rating: 3.8, Price: ₹21990, Processor: Not found, RAM: 4 GB GB, DDR: LPDDR4, OS: Not found, Storage: Not found, Weight: 1.3 Kg kg, Warranty: 1 Year Carry-in Warranty'}"
ASUS Expertbook P1,"Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty",4.2,56990,https://www.flipkart.com/asus-expertbook-p1-intel-core-i5-13th-gen-13420h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60939ws-thin-light-laptop/p/itm50988c1fc56e6?pid=COMH8Z2QGRVBX4AF&lid=LSTCOMH8Z2QGRVBX4AF72IMNQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8Z2QGRVBX4AF.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09,"50WHrs, 3S1P, 3-cell Li-ion",1.42 Kg,720p HD camera With privacy shutter,35.56 cm (14 inch),ASUS,Intel Core i5 Processor (13th Gen),32 GB,DDR5,Windows 11 Home,512 GB SSD,35.56 cm (14 inch),1 Year Onsite Warranty,"Product: ASUS Expertbook P1, Brand: ASUS, Rating: 4.2, Price: ₹56990, Processor: Intel Core i5 Processor (13th Gen), RAM: 32 GB GB, DDR: DDR5, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.42 Kg kg, Warranty: 1 Year Onsite Warranty","{'Product Name': 'ASUS Expertbook P1', 'Specifications': 'Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty', 'Rating': '4.2', 'Price': 56990, 'Product URL': 'https://www.flipkart.com/asus-expertbook-p1-intel-core-i5-13th-gen-13420h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60939ws-thin-light-laptop/p/itm50988c1fc56e6?pid=COMH8Z2QGRVBX4AF&lid=LSTCOMH8Z2QGRVBX4AF72IMNQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_9&otracker=search&fm=organic&iid=518a892d-30c7-4ab6-8e2a-9bb18f389902.COMH8Z2QGRVBX4AF.SEARCH&ppt=None&ppn=None&ssid=rsedye3lps0000001746940033405&qH=312f91285e048e09', 'Battery Life': '50WHrs, 3S1P, 3-cell Li-ion', 'Weight': '1.42 Kg', 'Webcam': '720p HD camera With privacy shutter', 'Display Size': '35.56 cm (14 inch)', 'Brand': 'ASUS', 'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '32 GB', 'DDR': 'DDR5', 'OS': 'Windows 11 Home', 'Storage': '512 GB SSD', 'Display': '35.56 cm (14 inch)', 'Warranty': '1 Year Onsite Warranty', 'text': 'Product: ASUS Expertbook P1, Brand: ASUS, Rating: 4.2, Price: ₹56990, Processor: Intel Core i5 Processor (13th Gen), RAM: 32 GB GB, DDR: DDR5, OS: Windows 11 Home, Storage: 512 GB SSD, Weight: 1.42 Kg kg, Warranty: 1 Year Onsite Warranty'}"
