Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ131WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.2,"₹29,990₹44,99033% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj131ws-thin-light-laptop/p/itm1a9101a401f3c?pid=COMH94998FGG8FHG&lid=LSTCOMH94998FGG8FHGURVZSF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_411&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRGmAyJ4wkrB20v5hR3UnNMjDts8p5tIFucMLj7GV0ZqVfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3-cell Li-ion,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_412&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRFnCSuf5KMF7rB7k5mA5WmaGq3H4oRcQF4C9C3QoCy5UfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3 cell,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",4.3,"₹63,990₹73,68813% off",https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_413&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMGEG3ZNYZDAYVJ.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Warranty Summary,1.41 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,35.56 cm (14 inch)
HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,Intel Core i9 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 inch) Display1 Year Onsite Warranty,4.1,"₹1,24,990₹1,86,04732% off",https://www.flipkart.com/hp-omen-intel-core-i9-13th-gen-13900hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-16-wf0148tx-gaming-laptop/p/itm35c562c636aa6?pid=COMHFCEEUF74YKAP&lid=LSTCOMHFCEEUF74YKAP1RZN9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_414&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMHFCEEUF74YKAP.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,6 cell,2.35 Kg,Camera with privacy shutter,40.89 cm (16.1 inch)
MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,4.7,"₹1,04,990₹1,39,99025% off",https://www.flipkart.com/msi-sword-16-hx-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-144-hz-b14vekg-210in-gaming-laptop/p/itmb985a281dcc19?pid=COMGYSGNZVWFAHGH&lid=LSTCOMGYSGNZVWFAHGHDA1BCE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_415&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMGYSGNZVWFAHGH.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Model Number,2.3 Kg,HD type (30fps@720p)3D Noise Reduction (3DNR),40.64 cm (16 Inch)
ASUS ROG Strix G16 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,4.5,"₹1,13,990₹1,53,99025% off",https://www.flipkart.com/asus-rog-strix-g16-intel-core-i7-13th-gen-13650hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-165-hz-g614ju-n4200ws-gaming-laptop/p/itmba9dc9051be27?pid=COMH9499GG8CVCXM&lid=LSTCOMH9499GG8CVCXMKCI1GP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_416&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMH9499GG8CVCXM.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,4-cell Li-ion,2.5 Kg,720P HD camera,40.64 cm (16 inch)
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB S...,"AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",4.2,"₹29,990₹43,99031% off",https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk3321ws-thin-light-laptop/p/itm1472d87e3ca55?pid=COMH9SJ9YXA8RGGT&lid=LSTCOMH9SJ9YXA8RGGTTIESJR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_417&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRFlAIyv5fBBDWGzsXU2w-P3FwDMgZJ8yIdWtSI_fi9oT_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3-cell,1.38 Kg,720p HD camera with privacy shutter,35.56 cm (14 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_418&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRFZnHMI2DIibLcI4tJb__9DyVrRiRclRN-p5GEsHoptTg%3D%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) TMP214-53 Thin and...,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,3.8,"₹99,000",https://www.flipkart.com/acer-travelmate-p2-intel-core-i7-11th-gen-1165g7-16-gb-1-tb-ssd-windows-11-home-tmp214-53-thin-light-laptop/p/itmbf3cfadd715a8?pid=COMGTAFMJUQGHHKC&lid=LSTCOMGTAFMJUQGHHKCEM8F32&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_419&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMGTAFMJUQGHHKC.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3 Cell,1.6 Kg,Keyboard,35.56 cm (14 inch)
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD...,"Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",3.6,"₹46,990₹68,99031% off",https://www.flipkart.com/asus-vivobook-14-2025-office-2024-m365-basic-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-x1404va-nk804ws-thin-light-laptop/p/itme1587a768f69e?pid=COMH9SJ9H3HGSPH5&lid=LSTCOMH9SJ9H3HGSPH5NVNSNB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_420&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMH9SJ9H3HGSPH5.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3-cell,1.40 Kg,720p HD camera with privacy shutter,35.56 cm (14 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_421&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRE4VBKzaiiO2PZuA2-cTkPUOHfdx1KIg8RjX4LmCZwm-A%3D%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹29,990₹45,99534% off",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_422&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRH5iQXG7l_-63r6YBDqI5ecUemtE9fwaoJnSkI6YfBYNvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Not found,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and...,Intel Celeron Dual Core Processor4 GB DDR4 RAMWindows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year,4.2,"₹20,350₹35,99043% off",https://www.flipkart.com/dell-intel-celeron-dual-core-4-gb-256-gb-ssd-4-emmc-storage-windows-10-5470-ultra-slim-thin-light-laptop/p/itme457af893866a?pid=COMH8HF2YQCKAM5C&lid=LSTCOMH8HF2YQCKAM5CBZP2RA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_423&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMH8HF2YQCKAM5C.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,4 Hours,Not found,Not found,35.56 cm (14 inch)
DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,"Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 CoresRAM & Storage: 8GB DDR4 & 512GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.37 cm (15.5 inch) Display1 Year Onsite Hardware Service",4.2,"₹35,890₹62,84142% off",https://www.flipkart.com/dell-mso-2021-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itmbb62f4fcc7145?pid=COMGJ75HCCFJS8AE&lid=LSTCOMGJ75HCCFJS8AEKCVA0S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_424&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMGJ75HCCFJS8AE.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3 Cell,1.65 Kg,HD Camera,39.37 cm (15.5 inch)
DELL Inspiron 5440 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) Inspiron 5440 Thin ...,Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Onsite Hardware Service,Not found,"₹67,990₹80,69915% off",https://www.flipkart.com/dell-inspiron-5440-intel-core-i5-13th-gen-1334u-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itmf73fac06cc3e5?pid=COMH9499QGJF5SHK&lid=LSTCOMH9499QGJF5SHKPOUDEN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_425&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMH9499QGJF5SHK.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,MS Office Provided,1.54 Kg,Not found,35.56 cm (14 Inch)
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,3.9,"₹52,680₹69,79724% off",https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-d560885win9s-laptop/p/itm23d84e15561c4?pid=COMGPEFQ76N9GZ8F&lid=LSTCOMGPEFQ76N9GZ8FY86EXS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_426&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMGPEFQ76N9GZ8F.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3 Cell,1.65 kg,Finger Print Sensor,39.62 cm (15.6 inch)
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ322WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹28,990₹50,99043% off",https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj322ws-thin-light-laptop/p/itm968db504ada5b?pid=COMGMGXFQZGYKEZG&lid=LSTCOMGMGXFQZGYKEZGUU1BUT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_427&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRHtAGpkIoACcyrKyC9zKG79gM_R-CJ6-pafpzoKMqbV5fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_428&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLREt-krKGBqF3HyDgB8D3rwUlNHwDhr2nRrWJZ-rOzZ1aw%3D%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayControl Center1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter,4.3,"₹53,990₹99,99046% off",https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_429&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMHYS44DKVFUFVS.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,MS Office Provided,1.99 kg,Read/Write Speed,40.64 cm (16 inch)
DELL Inspiron 3535 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin ...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Not found,"₹38,490₹48,98221% off",https://www.flipkart.com/dell-inspiron-3535-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm99bfac135815b?pid=COMH8EPFWKZUWG3K&lid=LSTCOMH8EPFWKZUWG3KOYFCAV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_430&otracker=search&fm=organic&iid=ff659ca2-fe78-4cbe-83de-e90c3f3e2991.COMH8EPFWKZUWG3K.SEARCH&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,up tp 4 Hours,1.67 Kg,Not found,39.62 cm (15.6 Inch)
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,4.1,"₹27,990₹44,99037% off",https://www.flipkart.com/acer-aspire-3-amd-ryzen-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397X2KJ8XCHR&lid=LSTCOMH397X2KJ8XCHRBDEAS1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_431&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRGORlsnJA3sy8iENwomH2Mp6IS6Rk4cQ1jsVmoT1SgQKvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,Not found,1.79 Kg,Full HD camera,39.62 cm (15.6 Inch)
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,"AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",4.2,"₹40,990₹52,99022% off",https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1404fa-nk5541ws-thin-light-laptop/p/itme419148dae39c?pid=COMH9SJ9G3HZFQS3&lid=LSTCOMH9SJ9G3HZFQS3XQ3SG1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_432&otracker=search&fm=organic&iid=en_SKYoP8tBnZX6aE-HvrKkBeIejffWvoIooTLLTt0PLRFAKZYC3Zj_e-9tYYuKS_vLmKSKnIsiwU6lllG57BGe56V8WX5krIChubBlraAu4CQ%3D&ppt=pp&ppn=pp&ssid=xohb4weadc0000001746941882999&qH=312f91285e048e09,3-cell,1.38 Kg,720p HD camera with privacy shutter,35.56 cm (14 inch)
Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty,4.3,"₹64,990₹99,99935% off",https://www.flipkart.com/colorful-p15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-23-he55d16512a-w-ind-gaming-laptop/p/itmc8b8c723f21e7?pid=COMGZKFB9RUX32NA&lid=LSTCOMGZKFB9RUX32NAXFBCNN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_433&otracker=search&fm=organic&iid=e3c9e525-de0f-4c9f-a63c-ec90a0d3ee2a.COMGZKFB9RUX32NA.SEARCH&ppt=pp&ppn=pp&ssid=jxcthd2pz40000001746941977520&qH=312f91285e048e09,Upto 3 Hours,2.4 Kg,1.0 Megapixel,39.62 cm (15.6 Inch)
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB...",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,"₹50,990₹76,99933% off",https://www.flipkart.com/asus-vivobook-pro-15-creator-amd-ryzen-5-hexa-core-5600hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-50-tgp-m6500qf-hn522ws-gaming-laptop/p/itm1e18857e249b4?pid=COMGPNG4FAVZ4ECK&lid=LSTCOMGPNG4FAVZ4ECKLVFUJE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_434&otracker=search&fm=organic&iid=e3c9e525-de0f-4c9f-a63c-ec90a0d3ee2a.COMGPNG4FAVZ4ECK.SEARCH&ppt=pp&ppn=pp&ssid=jxcthd2pz40000001746941977520&qH=312f91285e048e09,Warranty Summary,1.80 Kg,1080p FHD camera With privacy shutter,39.62 cm (15.6 Inch)
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) fy5008TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,4.3,"₹46,490₹61,99025% off",https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-fy5008tu-thin-light-laptop/p/itm8d69b349edfda?pid=COMH8WHXHNUAMKV3&lid=LSTCOMH8WHXHNUAMKV3JKU8OX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_435&otracker=search&fm=organic&iid=e3c9e525-de0f-4c9f-a63c-ec90a0d3ee2a.COMH8WHXHNUAMKV3.SEARCH&ppt=pp&ppn=pp&ssid=jxcthd2pz40000001746941977520&qH=312f91285e048e09,"3-cell, 41 Wh Li-ion",1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
